Movement ID,Customer,Origin City,Origin State,Dest City,Dest State,Ship Date,Del Date,Equipment,Weight,Miles,Customer Charge,Carrier Pay,Fuel Surcharge,Margin,Margin %,Status,Commodity,Carrier Name,Carrier MC,Temperature
CW-70611,Performance Food Group,Tallahassee,FL,Charlotte,NC,2025-10-28,2025-10-29,Reefer,40719,640,1763,1538,174,225,12.8,delivered,Frozen Entrees,Keystone Carriers Inc,MC-252024,34F
CW-70612,Performance Food Group,Cleveland,OH,Cherry Hill,NJ,2026-02-14,2026-02-15,Reefer,43714,444,1385,1463,157,-78,-5.6,delivered,Restaurant Supplies,Buckeye Freight Systems,MC-248453,34F
CW-70613,Performance Food Group,Tampa,FL,Battle Creek,MI,2025-06-12,2025-06-14,Flatbed,30643,1060,3156,2620,324,536,17.0,delivered,Restaurant Supplies,Lone Star Freight,MC-266308,
CW-70614,Performance Food Group,Newark,NJ,Detroit,MI,2025-09-21,2025-09-23,Dry Van,25117,559,1448,1186,168,262,18.1,delivered,Frozen Entrees,Mountain West Transport,MC-237740,
CW-70615,Performance Food Group,Dalton,GA,Nashville,TN,2025-10-23,2025-10-24,Reefer,39103,223,680,566,72,114,16.8,covered,Frozen Entrees,Sunbelt Carriers LLC,MC-234169,34F
CW-70616,Performance Food Group,Grand Rapids,MI,Rockford,IL,2025-05-17,2025-05-18,Reefer,39335,354,994,870,137,124,12.5,cancelled,Fresh Produce,Tri-State Hauling Inc,MC-291305,34F
CW-70617,Performance Food Group,Cherry Hill,NJ,Macon,GA,2025-07-31,2025-08-02,Reefer,37406,822,2483,2111,235,372,15.0,delivered,Restaurant Supplies,Shenandoah Freight,MC-323444,34F
CW-70618,Performance Food Group,Cincinnati,OH,Tampa,FL,2026-02-23,2026-02-25,Reefer,40351,883,2214,1880,271,334,15.1,delivered,Fresh Produce,Heartland Trucking Co,MC-277021,-10F
CW-70619,Performance Food Group,Ocala,FL,Edison,NJ,2025-10-05,2025-10-07,Flatbed,23071,1094,2823,2372,285,451,16.0,delivered,Restaurant Supplies,Tri-State Hauling Inc,MC-291305,
CW-70620,Performance Food Group,Raleigh,NC,Ocala,FL,2025-11-18,2025-11-20,Reefer,33076,706,1999,1637,222,362,18.1,delivered,Fresh Produce,Volunteer Express Inc,MC-244882,34F
CW-70621,Performance Food Group,Durham,NC,Pittsburgh,PA,2025-11-02,2025-11-03,Flatbed,43657,477,1238,1046,161,192,15.5,delivered,Restaurant Supplies,Copperhead Carriers,MC-294876,
CW-70622,Performance Food Group,Norfolk,VA,Lakeland,FL,2026-03-01,2026-03-04,Reefer,37241,892,2472,2146,229,326,13.2,delivered,Fresh Produce,Redline Freight Corp,MC-284163,-10F
CW-70623,Performance Food Group,Flint,MI,Chicago,IL,2025-10-07,2025-10-08,Reefer,36124,375,1099,931,144,168,15.3,delivered,Restaurant Supplies,Lone Star Freight,MC-266308,34F
CW-70624,Performance Food Group,Charlotte,NC,Albany,GA,2025-07-06,2025-07-08,Reefer,37115,419,1084,940,112,144,13.3,dispatched,Fresh Produce,Volunteer Express Inc,MC-244882,34F
CW-70625,Performance Food Group,Akron,OH,Macon,GA,2025-08-25,2025-08-27,Dry Van,34939,646,1737,1512,207,225,13.0,delivered,Restaurant Supplies,Pacific Coast Logistics,MC-241311,
CW-70626,Performance Food Group,Elizabeth,NJ,Ocala,FL,2025-08-21,2025-08-23,Flatbed,31255,1059,2500,2100,229,400,16.0,delivered,Restaurant Supplies,Allegheny Freight Co,MC-309160,
CW-70627,Performance Food Group,Ocala,FL,Tallahassee,FL,2025-04-02,2025-04-03,Reefer,30694,344,960,797,84,163,17.0,delivered,Restaurant Supplies,Hoosier Express LLC,MC-316302,34F
CW-70628,Performance Food Group,Fort Myers,FL,Harrisonburg,VA,2026-01-29,2026-01-31,Reefer,32772,835,2327,2014,267,313,13.5,covered,Fresh Produce,Lone Star Freight,MC-266308,-10F
CW-70629,Performance Food Group,Tallahassee,FL,Valdosta,GA,2025-09-16,2025-09-18,Reefer,39056,389,988,869,81,119,12.0,delivered,Frozen Entrees,Mountain West Transport,MC-237740,34F
CW-70630,Performance Food Group,Flint,MI,Indianapolis,IN,2025-05-13,2025-05-15,Reefer,39257,263,695,609,58,86,12.4,delivered,Fresh Produce,Great Lakes Express,MC-262737,34F
CW-70631,Performance Food Group,Jacksonville,FL,Dalton,GA,2025-06-29,2025-06-30,Reefer,33091,331,1067,914,104,153,14.3,delivered,Restaurant Supplies,Eagle Freight Inc,MC-227027,34F
CW-70632,Performance Food Group,Augusta,GA,Kalamazoo,MI,2025-06-28,2025-07-01,Flatbed,26751,740,2003,1725,248,278,13.9,dispatched,Restaurant Supplies,Lone Star Freight,MC-266308,
CW-70633,Performance Food Group,Lynchburg,VA,Trenton,NJ,2025-07-06,2025-07-07,Reefer,39508,289,836,685,108,151,18.1,delivered,Frozen Entrees,Evergreen Transport LLC,MC-255595,34F
CW-70634,Performance Food Group,Battle Creek,MI,South Bend,IN,2025-04-24,2025-04-26,Reefer,43318,232,680,538,56,142,20.9,delivered,Frozen Entrees,Shenandoah Freight,MC-323444,-10F
CW-70635,Performance Food Group,Grand Rapids,MI,Pensacola,FL,2026-01-22,2026-01-26,Reefer,31590,1162,3241,2867,365,374,11.5,delivered,Restaurant Supplies,Swift Transport LLC,MC-223456,34F
CW-70636,Performance Food Group,Dalton,GA,Scranton,PA,2025-10-14,2025-10-17,Reefer,33458,805,2271,1972,311,299,13.2,delivered,Frozen Entrees,Keystone Carriers Inc,MC-252024,34F
CW-70637,Performance Food Group,Edison,NJ,Ocala,FL,2025-04-26,2025-04-28,Reefer,39064,1124,3056,2529,389,527,17.2,delivered,Restaurant Supplies,Swift Transport LLC,MC-223456,34F
CW-70638,Performance Food Group,Battle Creek,MI,Rockford,IL,2026-03-03,2026-03-04,Reefer,32113,291,777,736,67,41,5.3,open,Fresh Produce,Tri-State Hauling Inc,MC-291305,34F
CW-70639,Performance Food Group,Ocala,FL,Huntsville,AL,2025-11-21,2025-11-22,Dry Van,40409,416,910,775,124,135,14.8,delivered,Fresh Produce,Wolverine Freight Inc,MC-302018,
CW-70640,Performance Food Group,Tampa,FL,Columbus,OH,2026-03-05,2026-03-08,Reefer,35527,862,2860,2713,394,147,5.1,delivered,Fresh Produce,Pinnacle Freight LLC,MC-319873,34F
CW-70641,Performance Food Group,Jacksonville,FL,Raleigh,NC,2025-10-30,2025-11-02,Dry Van,36250,729,1581,1377,188,204,12.9,in_transit,Restaurant Supplies,Sunbelt Carriers LLC,MC-234169,
CW-70642,Performance Food Group,Savannah,GA,Montgomery,AL,2025-04-15,2025-04-17,Reefer,35029,264,782,654,83,128,16.4,delivered,Restaurant Supplies,Redline Freight Corp,MC-284163,34F
CW-70643,Performance Food Group,Fort Myers,FL,Fayetteville,NC,2026-03-04,2026-03-06,Reefer,42158,647,1965,1617,164,348,17.7,delivered,Restaurant Supplies,Keystone Carriers Inc,MC-252024,34F
CW-70644,Performance Food Group,Daytona Beach,FL,Columbia,SC,2025-05-12,2025-05-14,Reefer,33398,457,1487,1235,177,252,16.9,delivered,Restaurant Supplies,Copperhead Carriers,MC-294876,-10F
CW-70645,Performance Food Group,Savannah,GA,Daytona Beach,FL,2025-11-01,2025-11-02,Reefer,32689,340,986,853,98,133,13.5,delivered,Fresh Produce,Blue Ridge Transport,MC-269879,34F
CW-70646,Performance Food Group,Miami,FL,Allentown,PA,2025-06-26,2025-06-28,Reefer,34077,1069,3296,2734,392,562,17.1,delivered,Frozen Entrees,Lone Star Freight,MC-266308,34F
CW-70647,Performance Food Group,Roanoke,VA,Reading,PA,2025-07-22,2025-07-24,Flatbed,38396,376,930,794,102,136,14.6,in_transit,Frozen Entrees,Redline Freight Corp,MC-284163,
CW-70648,Performance Food Group,Ocala,FL,Pensacola,FL,2026-02-17,2026-02-19,Flatbed,43437,181,680,401,42,279,41.0,dispatched,Fresh Produce,Pinnacle Freight LLC,MC-319873,
CW-70649,Performance Food Group,Tampa,FL,Fayetteville,NC,2026-03-23,2026-03-26,Reefer,33017,699,2115,1799,286,316,14.9,delivered,Restaurant Supplies,Wolverine Freight Inc,MC-302018,34F
CW-70650,Performance Food Group,Virginia Beach,VA,Tampa,FL,2025-07-12,2025-07-15,Reefer,39431,828,2219,1913,278,306,13.8,delivered,Restaurant Supplies,Evergreen Transport LLC,MC-255595,34F
CW-70651,Performance Food Group,Norfolk,VA,Pittsburgh,PA,2025-12-30,2026-01-01,Dry Van,26025,263,680,524,69,156,22.9,in_transit,Frozen Entrees,Swift Transport LLC,MC-223456,
CW-70652,Performance Food Group,Valdosta,GA,Newark,NJ,2025-05-05,2025-05-08,Reefer,33643,873,2495,2126,256,369,14.8,delivered,Restaurant Supplies,Coastal Freight Lines,MC-327015,34F
CW-70653,Performance Food Group,Fort Wayne,IN,Springfield,IL,2026-02-04,2026-02-05,Dry Van,42105,197,680,377,44,303,44.6,open,Frozen Entrees,Coastal Freight Lines,MC-327015,
CW-70654,Performance Food Group,Macon,GA,Lynchburg,VA,2025-10-20,2025-10-22,Reefer,37585,536,1735,1446,182,289,16.7,delivered,Restaurant Supplies,Pacific Coast Logistics,MC-241311,-10F
CW-70655,Performance Food Group,Raleigh,NC,Akron,OH,2026-03-15,2026-03-17,Reefer,31497,476,1309,1137,182,172,13.1,delivered,Frozen Entrees,Badger Freight Inc,MC-312731,34F
CW-70656,Performance Food Group,Lakeland,FL,Peoria,IL,2025-06-18,2025-06-21,Reefer,39582,1074,2855,2360,336,495,17.3,delivered,Fresh Produce,Patriot Trucking Corp,MC-230598,34F
CW-70657,Performance Food Group,Cleveland,OH,Philadelphia,PA,2025-04-28,2025-04-29,Reefer,41748,283,861,747,79,114,13.2,dispatched,Restaurant Supplies,Badger Freight Inc,MC-312731,34F
CW-70658,Performance Food Group,Albany,GA,Norfolk,VA,2026-01-15,2026-01-17,Reefer,30424,473,1392,1187,191,205,14.7,in_transit,Fresh Produce,Heartland Trucking Co,MC-277021,34F
CW-70659,Performance Food Group,Miami,FL,Edison,NJ,2025-07-09,2025-07-12,Flatbed,25767,1090,2797,2413,381,384,13.7,dispatched,Fresh Produce,Shenandoah Freight,MC-323444,
CW-70660,Performance Food Group,Tallahassee,FL,Augusta,GA,2025-11-01,2025-11-02,Dry Van,26300,376,911,769,104,142,15.6,delivered,Frozen Entrees,Carolina Freight Corp,MC-273450,
CW-70661,Performance Food Group,Tampa,FL,Cincinnati,OH,2025-11-05,2025-11-07,Dry Van,38329,921,2380,2055,230,325,13.7,delivered,Frozen Entrees,Swift Transport LLC,MC-223456,
CW-70662,Performance Food Group,Orlando,FL,Saginaw,MI,2025-11-03,2025-11-07,Reefer,30357,1152,3614,3125,385,489,13.5,delivered,Restaurant Supplies,Evergreen Transport LLC,MC-255595,34F
CW-70663,Performance Food Group,Dayton,OH,Newark,NJ,2025-06-04,2025-06-06,Reefer,35819,469,1542,1448,124,94,6.1,delivered,Fresh Produce,Heartland Trucking Co,MC-277021,34F
CW-70664,Performance Food Group,Dalton,GA,Edison,NJ,2026-01-01,2026-01-03,Reefer,37294,807,2372,2115,289,257,10.8,delivered,Fresh Produce,Pinnacle Freight LLC,MC-319873,34F
CW-70665,Performance Food Group,Pensacola,FL,Detroit,MI,2025-05-10,2025-05-12,Dry Van,30794,1052,2213,1959,279,254,11.5,delivered,Fresh Produce,Coastal Freight Lines,MC-327015,
CW-70666,Performance Food Group,Daytona Beach,FL,Harrisonburg,VA,2025-11-16,2025-11-18,Reefer,36450,852,2546,2102,276,444,17.4,in_transit,Restaurant Supplies,Northstar Logistics,MC-305589,34F
CW-70667,Performance Food Group,Macon,GA,Nashville,TN,2026-03-21,2026-03-22,Reefer,32617,267,780,642,100,138,17.7,dispatched,Fresh Produce,Eagle Freight Inc,MC-227027,34F
CW-70668,Performance Food Group,Rockford,IL,Dayton,OH,2026-02-01,2026-02-02,Reefer,40395,414,1233,1024,118,209,17.0,delivered,Fresh Produce,Gulf Coast Carriers,MC-259166,34F
CW-70669,Performance Food Group,Reading,PA,Virginia Beach,VA,2025-04-18,2025-04-20,Dry Van,29296,287,680,545,73,135,19.9,delivered,Frozen Entrees,Allegheny Freight Co,MC-309160,
CW-70670,Performance Food Group,Ocala,FL,Macon,GA,2025-11-28,2025-11-29,Reefer,36909,418,1127,984,112,143,12.7,delivered,Restaurant Supplies,Swift Transport LLC,MC-223456,34F
CW-70671,Performance Food Group,Macon,GA,Tampa,FL,2025-09-25,2025-09-27,Dry Van,30828,339,826,675,92,151,18.3,delivered,Frozen Entrees,Badger Freight Inc,MC-312731,
CW-70672,Performance Food Group,Dayton,OH,Evansville,IN,2025-10-16,2025-10-17,Reefer,36682,169,680,425,62,255,37.5,delivered,Fresh Produce,Tri-State Hauling Inc,MC-291305,34F
CW-70673,Performance Food Group,Ocala,FL,Columbia,SC,2026-03-23,2026-03-25,Flatbed,25981,547,1303,1071,108,232,17.8,delivered,Frozen Entrees,Great Lakes Express,MC-262737,
CW-70674,Performance Food Group,Ocala,FL,Tallahassee,FL,2025-07-12,2025-07-13,Reefer,34343,212,680,549,88,131,19.3,delivered,Frozen Entrees,Volunteer Express Inc,MC-244882,34F
CW-70675,Performance Food Group,Dalton,GA,Durham,NC,2025-11-18,2025-11-19,Reefer,43158,400,1033,893,94,140,13.6,covered,Frozen Entrees,Keystone Carriers Inc,MC-252024,-10F
CW-70676,Performance Food Group,Springfield,IL,Elizabeth,NJ,2025-04-16,2025-04-18,Dry Van,37032,778,1856,1725,161,131,7.1,in_transit,Frozen Entrees,Heartland Trucking Co,MC-277021,
CW-70677,Performance Food Group,Elizabeth,NJ,Fort Myers,FL,2025-09-27,2025-09-30,Reefer,40969,1018,2950,2449,276,501,17.0,delivered,Frozen Entrees,Tri-State Hauling Inc,MC-291305,34F
CW-70678,Performance Food Group,Spartanburg,SC,Chattanooga,TN,2025-10-13,2025-10-14,Reefer,31759,292,879,827,101,52,5.9,delivered,Frozen Entrees,Patriot Trucking Corp,MC-230598,34F
CW-70679,Performance Food Group,Miami,FL,Nashville,TN,2025-07-15,2025-07-17,Dry Van,34174,716,1836,1494,182,342,18.6,open,Fresh Produce,Volunteer Express Inc,MC-244882,
CW-70680,Performance Food Group,Toledo,OH,Miami,FL,2025-08-09,2025-08-12,Dry Van,31490,975,2081,1725,220,356,17.1,delivered,Restaurant Supplies,Allegheny Freight Co,MC-309160,
CW-70681,Performance Food Group,Jacksonville,FL,Philadelphia,PA,2026-02-28,2026-03-02,Dry Van,32972,1057,2308,1945,301,363,15.7,delivered,Fresh Produce,Pinnacle Freight LLC,MC-319873,
CW-70682,Performance Food Group,Augusta,GA,Raleigh,NC,2026-03-14,2026-03-15,Flatbed,44463,306,830,676,106,154,18.6,in_transit,Restaurant Supplies,Blue Ridge Transport,MC-269879,
CW-70683,Performance Food Group,Cincinnati,OH,Pensacola,FL,2025-05-18,2025-05-20,Reefer,34669,917,2575,2149,330,426,16.5,delivered,Frozen Entrees,Evergreen Transport LLC,MC-255595,34F
CW-70684,Performance Food Group,Lakeland,FL,South Bend,IN,2026-03-06,2026-03-09,Flatbed,34153,925,2135,1864,267,271,12.7,dispatched,Frozen Entrees,Swift Transport LLC,MC-223456,
CW-70685,Performance Food Group,Fort Myers,FL,Joliet,IL,2025-10-09,2025-10-12,Reefer,35463,1006,2741,2228,355,513,18.7,in_transit,Restaurant Supplies,Redline Freight Corp,MC-284163,-10F
CW-70686,Performance Food Group,Toledo,OH,Durham,NC,2025-06-26,2025-06-27,Dry Van,40533,530,1376,1158,111,218,15.8,delivered,Frozen Entrees,Swift Transport LLC,MC-223456,
CW-70687,Performance Food Group,Knoxville,TN,Akron,OH,2026-02-08,2026-02-10,Reefer,43095,441,1322,1200,148,122,9.2,open,Frozen Entrees,Northstar Logistics,MC-305589,34F
CW-70688,Performance Food Group,Lakeland,FL,South Bend,IN,2025-09-22,2025-09-24,Reefer,34202,1024,3280,2835,419,445,13.6,open,Fresh Produce,Coastal Freight Lines,MC-327015,34F
CW-70689,Performance Food Group,Evansville,IN,Peoria,IL,2025-04-29,2025-05-01,Reefer,37496,262,749,656,105,93,12.4,in_transit,Frozen Entrees,Buckeye Freight Systems,MC-248453,-10F
CW-70690,Performance Food Group,Ocala,FL,Reading,PA,2025-11-24,2025-11-26,Reefer,38790,1010,3429,2971,344,458,13.4,delivered,Frozen Entrees,Cardinal Logistics LLC,MC-280592,34F
CW-70691,Performance Food Group,Orlando,FL,Ocala,FL,2026-02-27,2026-02-28,Reefer,33337,252,680,579,68,101,14.9,delivered,Fresh Produce,Tri-State Hauling Inc,MC-291305,34F
CW-70692,Performance Food Group,Tampa,FL,Fayetteville,NC,2025-10-26,2025-10-28,Flatbed,30984,707,1787,1499,209,288,16.1,in_transit,Restaurant Supplies,Coastal Freight Lines,MC-327015,
CW-70693,Performance Food Group,Cleveland,OH,Edison,NJ,2025-08-21,2025-08-22,Dry Van,25056,459,1265,1091,169,174,13.8,delivered,Restaurant Supplies,Heartland Trucking Co,MC-277021,
CW-70694,Performance Food Group,Orlando,FL,Camden,NJ,2026-02-27,2026-03-02,Reefer,39922,1023,2575,2224,288,351,13.6,delivered,Frozen Entrees,Mountain West Transport,MC-237740,34F
CW-70695,Performance Food Group,Valdosta,GA,Memphis,TN,2025-08-13,2025-08-14,Flatbed,26201,317,789,674,82,115,14.6,in_transit,Fresh Produce,Evergreen Transport LLC,MC-255595,
CW-70696,Performance Food Group,Daytona Beach,FL,Chicago,IL,2025-05-05,2025-05-07,Reefer,36878,1073,2986,2436,412,550,18.4,in_transit,Restaurant Supplies,Empire State Trucking,MC-287734,34F
CW-70697,Performance Food Group,Augusta,GA,Winston-Salem,NC,2026-01-11,2026-01-12,Reefer,37885,426,1163,995,136,168,14.4,open,Frozen Entrees,Empire State Trucking,MC-287734,34F
CW-70698,Performance Food Group,Orlando,FL,Raleigh,NC,2025-12-07,2025-12-09,Dry Van,28551,624,1713,1539,191,174,10.2,open,Fresh Produce,Swift Transport LLC,MC-223456,
CW-70699,Performance Food Group,Tampa,FL,Battle Creek,MI,2025-06-18,2025-06-21,Reefer,37138,1050,3358,2838,400,520,15.5,delivered,Frozen Entrees,Volunteer Express Inc,MC-244882,34F
CW-70700,Performance Food Group,Columbus,OH,Winston-Salem,NC,2026-02-19,2026-02-21,Dry Van,41294,553,1372,1191,156,181,13.2,delivered,Fresh Produce,Gulf Coast Carriers,MC-259166,
CW-70701,Performance Food Group,Kalamazoo,MI,Winston-Salem,NC,2025-06-02,2025-06-04,Reefer,30803,670,2002,1816,162,186,9.3,delivered,Fresh Produce,Evergreen Transport LLC,MC-255595,34F
CW-70702,Performance Food Group,Lakeland,FL,Joliet,IL,2025-04-26,2025-04-28,Reefer,43768,1016,2726,2252,375,474,17.4,delivered,Fresh Produce,Lone Star Freight,MC-266308,-10F
CW-70703,Performance Food Group,Norfolk,VA,Tallahassee,FL,2025-11-04,2025-11-07,Dry Van,26185,818,2212,1912,262,300,13.6,delivered,Restaurant Supplies,Keystone Carriers Inc,MC-252024,
CW-70704,Performance Food Group,Miami,FL,Pittsburgh,PA,2025-10-01,2025-10-03,Reefer,32790,1039,3239,2695,262,544,16.8,delivered,Fresh Produce,Pinnacle Freight LLC,MC-319873,-10F
CW-70705,Performance Food Group,Saginaw,MI,Fort Myers,FL,2025-11-04,2025-11-08,Reefer,38863,1137,3369,2732,380,637,18.9,covered,Fresh Produce,Gulf Coast Carriers,MC-259166,34F
CW-70706,Performance Food Group,Orlando,FL,Toledo,OH,2025-05-22,2025-05-24,Reefer,43026,949,2398,2171,294,227,9.5,delivered,Frozen Entrees,Swift Transport LLC,MC-223456,34F
CW-70707,Performance Food Group,Greensboro,NC,Augusta,GA,2025-12-16,2025-12-17,Reefer,34212,387,1177,1120,139,57,4.8,delivered,Frozen Entrees,Coastal Freight Lines,MC-327015,34F
CW-70708,Performance Food Group,Roanoke,VA,Ocala,FL,2026-03-23,2026-03-25,Reefer,33846,905,2557,2306,232,251,9.8,in_transit,Frozen Entrees,Great Lakes Express,MC-262737,34F
CW-70709,Performance Food Group,Spartanburg,SC,Albany,GA,2025-07-10,2025-07-12,Flatbed,31389,216,680,452,66,228,33.5,delivered,Restaurant Supplies,Pacific Coast Logistics,MC-241311,
CW-70710,Performance Food Group,Columbus,OH,Orlando,FL,2025-06-07,2025-06-10,Reefer,40041,937,3000,2556,255,444,14.8,dispatched,Restaurant Supplies,Buckeye Freight Systems,MC-248453,34F
CW-70711,Performance Food Group,Daytona Beach,FL,Chicago,IL,2025-05-30,2025-06-01,Reefer,43683,1121,3335,2795,423,540,16.2,delivered,Frozen Entrees,Great Lakes Express,MC-262737,34F
CW-70712,Performance Food Group,Cleveland,OH,South Bend,IN,2025-10-21,2025-10-23,Reefer,38915,201,680,563,64,117,17.2,delivered,Fresh Produce,Sunbelt Carriers LLC,MC-234169,34F
CW-70713,Performance Food Group,Pensacola,FL,Indianapolis,IN,2025-06-26,2025-06-28,Reefer,42951,922,2843,2315,360,528,18.6,delivered,Fresh Produce,Copperhead Carriers,MC-294876,34F
CW-70714,Performance Food Group,Valdosta,GA,Kalamazoo,MI,2025-09-15,2025-09-18,Reefer,33166,737,2162,1820,192,342,15.8,delivered,Frozen Entrees,Tri-State Hauling Inc,MC-291305,34F
CW-70715,Performance Food Group,Savannah,GA,Harrisburg,PA,2026-03-06,2026-03-08,Reefer,36372,701,1859,1635,204,224,12.0,delivered,Restaurant Supplies,Pinnacle Freight LLC,MC-319873,34F
CW-70716,Performance Food Group,Allentown,PA,Trenton,NJ,2025-11-02,2025-11-03,Dry Van,34781,178,680,399,36,281,41.3,delivered,Restaurant Supplies,Blue Ridge Transport,MC-269879,
CW-70717,Performance Food Group,Flint,MI,Ocala,FL,2025-10-23,2025-10-25,Reefer,30227,1123,3243,2762,370,481,14.8,delivered,Fresh Produce,Evergreen Transport LLC,MC-255595,-10F
CW-70718,Performance Food Group,Atlanta,GA,Jacksonville,FL,2025-08-08,2025-08-10,Reefer,37254,322,850,701,79,149,17.5,in_transit,Frozen Entrees,Copperhead Carriers,MC-294876,34F
CW-70719,Performance Food Group,Edison,NJ,Pensacola,FL,2025-07-17,2025-07-20,Reefer,30063,1014,2789,2436,373,353,12.7,delivered,Restaurant Supplies,Volunteer Express Inc,MC-244882,34F
CW-70720,Performance Food Group,Miami,FL,Scranton,PA,2025-09-20,2025-09-22,Reefer,36838,1032,2942,2552,321,390,13.3,delivered,Fresh Produce,Tri-State Hauling Inc,MC-291305,-10F
CW-70721,Performance Food Group,Scranton,PA,Harrisonburg,VA,2025-11-26,2025-11-27,Flatbed,21942,342,846,733,87,113,13.4,delivered,Restaurant Supplies,Hoosier Express LLC,MC-316302,
CW-70722,Performance Food Group,Akron,OH,Ocala,FL,2026-02-19,2026-02-21,Reefer,36333,896,2593,2158,242,435,16.8,delivered,Restaurant Supplies,Pinnacle Freight LLC,MC-319873,34F
CW-70723,Performance Food Group,Ocala,FL,Spartanburg,SC,2025-11-26,2025-11-27,Reefer,43940,538,1420,1294,184,126,8.9,delivered,Restaurant Supplies,Gulf Coast Carriers,MC-259166,34F
CW-70724,Performance Food Group,Columbus,GA,Tampa,FL,2026-03-20,2026-03-21,Reefer,37371,388,1165,950,103,215,18.5,delivered,Restaurant Supplies,Eagle Freight Inc,MC-227027,34F
CW-70725,Performance Food Group,Savannah,GA,Mobile,AL,2025-05-14,2025-05-16,Reefer,43185,231,750,629,101,121,16.1,delivered,Frozen Entrees,Swift Transport LLC,MC-223456,34F
CW-70726,Performance Food Group,Kalamazoo,MI,Durham,NC,2025-05-05,2025-05-06,Reefer,32044,632,1918,1590,206,328,17.1,in_transit,Restaurant Supplies,Swift Transport LLC,MC-223456,34F
CW-70727,Performance Food Group,Trenton,NJ,Fort Myers,FL,2025-10-25,2025-10-27,Reefer,37523,1036,2590,2363,347,227,8.8,delivered,Fresh Produce,Hoosier Express LLC,MC-316302,34F
CW-70728,Performance Food Group,Chattanooga,TN,Cincinnati,OH,2025-04-08,2025-04-10,Dry Van,28508,430,917,830,112,87,9.5,delivered,Fresh Produce,Carolina Freight Corp,MC-273450,
CW-70729,Performance Food Group,Albany,GA,Allentown,PA,2025-10-20,2025-10-22,Reefer,36101,750,2329,1899,226,430,18.5,delivered,Restaurant Supplies,Keystone Carriers Inc,MC-252024,34F
CW-70730,Performance Food Group,Macon,GA,Roanoke,VA,2025-09-18,2025-09-20,Reefer,41628,489,1460,1223,182,237,16.2,delivered,Restaurant Supplies,Coastal Freight Lines,MC-327015,-10F
CW-70731,Performance Food Group,Lansing,MI,Dalton,GA,2025-05-14,2025-05-16,Reefer,33935,763,2142,1748,273,394,18.4,delivered,Restaurant Supplies,Pinnacle Freight LLC,MC-319873,-10F
CW-70732,Performance Food Group,Fort Myers,FL,Roanoke,VA,2025-12-06,2025-12-09,Flatbed,36314,901,2251,1972,300,279,12.4,delivered,Restaurant Supplies,Buckeye Freight Systems,MC-248453,
CW-70733,Coca-Cola,Tampa,FL,Huntsville,AL,2025-10-01,2025-10-03,Reefer,39314,475,1287,1116,130,171,13.3,delivered,Beverages,Sunbelt Carriers LLC,MC-234169,-10F
CW-70734,Coca-Cola,Savannah,GA,Mobile,AL,2025-07-29,2025-07-31,Flatbed,43805,185,680,431,60,249,36.6,delivered,Syrup Concentrate,Buckeye Freight Systems,MC-248453,
CW-70735,Coca-Cola,Pensacola,FL,Raleigh,NC,2025-07-17,2025-07-19,Reefer,35893,672,1845,1595,229,250,13.6,delivered,Bottled Water,Buckeye Freight Systems,MC-248453,34F
CW-70736,Coca-Cola,Jacksonville,FL,Richmond,VA,2025-04-27,2025-04-30,Dry Van,32845,848,2097,1756,254,341,16.3,dispatched,Beverages,Seminole Express,MC-298447,
CW-70737,Coca-Cola,Orlando,FL,Miami,FL,2025-06-28,2025-06-29,Reefer,38220,274,680,556,80,124,18.2,delivered,Beverages,Volunteer Express Inc,MC-244882,34F
CW-70738,Coca-Cola,Atlanta,GA,Trenton,NJ,2025-07-02,2025-07-04,Reefer,41883,824,2209,1930,222,279,12.6,delivered,Beverages,Copperhead Carriers,MC-294876,-10F
CW-70739,Coca-Cola,Miami,FL,Macon,GA,2026-02-20,2026-02-21,Reefer,39179,314,841,698,112,143,17.0,covered,Beverages,Pinnacle Freight LLC,MC-319873,34F
CW-70740,Coca-Cola,Pensacola,FL,Springfield,IL,2026-02-20,2026-02-23,Reefer,35762,1051,2624,2216,333,408,15.5,delivered,Bottled Water,Allegheny Freight Co,MC-309160,34F
CW-70741,Coca-Cola,Atlanta,GA,Tallahassee,FL,2025-05-09,2025-05-11,Reefer,30729,383,983,803,95,180,18.3,delivered,Bottled Water,Pacific Coast Logistics,MC-241311,34F
CW-70742,Coca-Cola,Pensacola,FL,Richmond,VA,2025-07-11,2025-07-14,Reefer,35082,855,2458,2092,240,366,14.9,in_transit,Syrup Concentrate,Empire State Trucking,MC-287734,34F
CW-70743,Coca-Cola,Roanoke,VA,Columbia,SC,2026-01-27,2026-01-28,Reefer,30681,335,962,822,132,140,14.6,delivered,Beverages,Gulf Coast Carriers,MC-259166,-10F
CW-70744,Coca-Cola,Daytona Beach,FL,Durham,NC,2025-08-12,2025-08-15,Reefer,43248,717,2071,1877,276,194,9.4,delivered,Bottled Water,Redline Freight Corp,MC-284163,34F
CW-70745,Coca-Cola,Pensacola,FL,Richmond,VA,2025-04-08,2025-04-10,Reefer,31609,838,2196,1898,268,298,13.6,open,Syrup Concentrate,Keystone Carriers Inc,MC-252024,34F
CW-70746,Coca-Cola,Virginia Beach,VA,Scranton,PA,2025-07-29,2025-07-30,Flatbed,21544,316,791,664,105,127,16.1,covered,Syrup Concentrate,Sunbelt Carriers LLC,MC-234169,
