Movement ID,Customer,Shipper Location,Origin City,Origin State,Origin Zip,Consignee,Dest City,Dest State,Dest Zip,Ship Date,Del Date,Equipment,Weight,Miles,Customer Charge,Carrier Pay,Fuel Surcharge,Margin,Margin %,Rate Per Mile,Status,Commodity,Carrier Name,Carrier MC,Driver,Dispatcher,Sales Rep,Reference,Temperature
CW-50166,Coca-Cola,Coca-Cola Southeast Plant,Savannah,GA,31401,Coca-Cola Bottling Consolidated,Tampa,FL,33602,2026-03-19,2026-03-20,Reefer,43000,400,2560,1894,230,436,17.0,6.40,delivered,Bottled Water,Sunbelt Carriers LLC,MC-618342,David Martinez,Natasa Parenta,Brendaly Rivera,BOL-29481,34F
CW-50167,Spartan Nash,Spartan Nash DC Grand Rapids,Grand Rapids,MI,49501,Spartan Nash Regional Warehouse,Columbus,OH,43201,2026-03-19,2026-03-20,Reefer,37000,310,1984,1468,179,337,17.0,6.40,delivered,Grocery Products,Buckeye Freight Systems,MC-256783,Victor Hernandez,Milos Mandic,Ilija Tojagic,PO-52007,34F
CW-50168,Kroger,Kroger Peyton Distribution,Cleveland,OH,44101,Kroger Distribution Center,Cincinnati,OH,45201,2026-03-19,2026-03-19,Reefer,32000,250,1600,1184,144,272,17.0,6.40,delivered,Grocery Products,Redline Freight Corp,MC-667894,Carlos Martin,Luka Cipovic,Ilija Tojagic,PO-55949,34F
CW-50169,Target,Target Regional DC,Charlotte,NC,28201,Target Distribution Center,Tampa,FL,33602,2026-03-20,2026-03-21,Dry Van,27000,570,3192,2362,287,543,17.0,5.60,delivered,Household Goods,Patriot Trucking Corp,MC-502187,William Thomas,Natasa Parenta,Robert Workman,PO-83370,
CW-50170,FedEx Ground,FedEx Ground Distribution,Philadelphia,PA,19101,FedEx Ground Hub,Newark,NJ,07102,2026-03-20,2026-03-20,Dry Van,22000,95,855,667,68,120,14.0,9.00,delivered,E-Commerce Packages,Evergreen Transport LLC,MC-478905,Jose Anderson,Milos Mandic,Robert Workman,BOL-78338,
CW-50171,FedEx Ground,FedEx Ground Hub,Jacksonville,FL,32202,FedEx Ground Sort Facility,Savannah,GA,31401,2026-03-20,2026-03-20,Dry Van,24000,140,1120,862,101,157,14.0,8.00,delivered,Parcel Freight,Copperhead Carriers,MC-223451,Daniel Brown,Luka Cipovic,Robert Workman,BOL-78340,
CW-50172,Performance Food Group,PFG Foodservice Warehouse,Norfolk,VA,23501,PFG Customized Distribution,Greensboro,NC,27401,2026-03-20,2026-03-20,Reefer,31000,200,1280,947,115,218,17.0,6.40,delivered,Restaurant Supplies,Cardinal Logistics LLC,MC-678905,Steven Garcia,Natasa Parenta,Ilija Tojagic,BOL-67928,34F
CW-50173,Coca-Cola,Coca-Cola Bottling Consolidated,Atlanta,GA,30301,Coca-Cola Distribution Center,Tampa,FL,33602,2026-03-20,2026-03-21,Reefer,35000,460,2944,2179,265,500,17.0,6.40,delivered,Beverages,Swift Transport LLC,MC-284927,Robert Davis,Milos Mandic,Brendaly Rivera,BOL-29483,34F
CW-50174,Spartan Nash,Spartan Nash Distribution,Detroit,MI,48201,Spartan Nash DC Grand Rapids,Grand Rapids,MI,49501,2026-03-21,2026-03-21,Reefer,34000,75,900,666,72,162,18.0,12.00,in_transit,Dairy Products,Great Lakes Express,MC-801238,Thomas Williams,Luka Cipovic,Ilija Tojagic,PO-52015,34F
CW-50175,Spartan Nash,Spartan Nash DC Grand Rapids,Grand Rapids,MI,49501,Spartan Nash Distribution,Pittsburgh,PA,15201,2026-03-21,2026-03-22,Reefer,34000,480,3072,2273,277,522,17.0,6.40,in_transit,Dairy Products,Keystone Carriers Inc,MC-367894,Mark Taylor,Natasa Parenta,Ilija Tojagic,PO-52012,34F
CW-50176,Kroger,Kroger Peyton Distribution,Columbus,OH,43201,Kroger Distribution Center,Pittsburgh,PA,15201,2026-03-21,2026-03-22,Reefer,33000,190,1216,900,110,206,16.9,6.40,in_transit,Grocery Products,Keystone Carriers Inc,MC-367894,James Hernandez,Milos Mandic,Ilija Tojagic,PO-55963,34F
CW-50177,Boise Paper,Boise Paper Mill,Boise,ID,83701,Boise Paper Distribution,San Antonio,TX,78201,2026-03-21,2026-03-24,Flatbed,45000,1420,7100,6816,568,-284,-4.0,5.00,in_transit,Paper Products,Lone Star Freight,MC-912349,Carlos Anderson,Luka Cipovic,Robert Workman,PO-72190,
CW-50178,Target,Target Regional DC,Atlanta,GA,30301,Target Distribution Center,Edison,NJ,08817,2026-03-21,2026-03-22,Dry Van,25000,780,4368,3232,393,743,17.0,5.60,in_transit,Seasonal Products,Empire State Trucking,MC-778906,William Brown,Natasa Parenta,Robert Workman,PO-83375,
CW-50179,Performance Food Group,PFG Customized Distribution,Richmond,VA,23219,PFG Southeast DC,Roanoke,VA,24011,2026-03-21,2026-03-22,Reefer,31000,190,1216,900,110,206,16.9,6.40,in_transit,Restaurant Supplies,Blue Ridge Transport,MC-123450,Michael Garcia,Milos Mandic,Ilija Tojagic,BOL-67940,34F
CW-50180,Coca-Cola,Coca-Cola Distribution Center,Atlanta,GA,30301,Coca-Cola Southeast Plant,Charleston,SC,29401,2026-03-21,2026-03-22,Reefer,42000,320,2048,1516,184,348,17.0,6.40,in_transit,Beverages,Eagle Freight Inc,MC-391054,Jose Martin,Luka Cipovic,Brendaly Rivera,PO-29488,34F
CW-50181,Coca-Cola,Coca-Cola Southeast Plant,Savannah,GA,31401,Coca-Cola Distribution Center,Tampa,FL,33602,2026-03-22,2026-03-22,Reefer,42000,310,1984,1468,179,337,17.0,6.40,in_transit,Bottled Water,Gulf Coast Carriers,MC-334561,Daniel Davis,Natasa Parenta,Brendaly Rivera,BOL-29490,34F
CW-50182,FedEx Ground,FedEx Ground Sort Facility,Harrisburg,PA,17101,FedEx Ground Distribution,Edison,NJ,08817,2026-03-22,2026-03-22,Dry Van,23000,165,924,684,83,157,17.0,5.60,in_transit,Ground Parcels,Tri-State Hauling Inc,MC-345672,Victor Taylor,Milos Mandic,Robert Workman,BOL-78349,
CW-50183,Target,Target Distribution Center,Atlanta,GA,30301,Target Import Warehouse,Richmond,VA,23219,2026-03-22,2026-03-23,Dry Van,27000,540,3024,2238,272,514,17.0,5.60,in_transit,General Merchandise,Cardinal Logistics LLC,MC-678905,Robert Williams,Luka Cipovic,Robert Workman,PO-83378,
CW-50184,Performance Food Group,PFG Southeast DC,Charlotte,NC,28201,PFG Foodservice Warehouse,Augusta,GA,30901,2026-03-22,2026-03-23,Reefer,30000,220,1408,1042,127,239,17.0,6.40,in_transit,Frozen Entrees,Copperhead Carriers,MC-223451,Steven Anderson,Natasa Parenta,Ilija Tojagic,BOL-67935,-10F
CW-50185,FedEx Ground,FedEx Ground Distribution,Newark,NJ,07102,FedEx Ground Hub,Richmond,VA,23219,2026-03-22,2026-03-23,Dry Van,23000,330,1848,1368,166,314,17.0,5.60,in_transit,E-Commerce Packages,Tri-State Hauling Inc,MC-345672,Thomas Lopez,Milos Mandic,Robert Workman,BOL-78352,
CW-50186,Performance Food Group,PFG Foodservice Warehouse,Charlotte,NC,28201,PFG Southeast DC,Augusta,GA,30901,2026-03-16,2026-03-16,Reefer,31000,220,1408,1042,127,239,17.0,6.40,delivered,Fresh Produce,Coastal Freight Lines,MC-789016,Mark Hernandez,Luka Cipovic,Ilija Tojagic,BOL-67945,34F
CW-50187,Kroger,Kroger Distribution Center,Columbus,OH,43201,Kroger Fresh Foods DC,Cleveland,OH,44101,2026-03-17,2026-03-17,Reefer,33000,145,1160,859,104,197,17.0,8.00,delivered,Bakery Items,Redline Freight Corp,MC-667894,Carlos Taylor,Natasa Parenta,Ilija Tojagic,PO-55956,34F
CW-50188,Spartan Nash,Spartan Nash DC Grand Rapids,Grand Rapids,MI,49501,Spartan Nash Distribution,Lansing,MI,48901,2026-03-18,2026-03-18,Reefer,33000,62,868,680,69,119,13.7,14.00,delivered,Dairy Products,Wolverine Freight Inc,MC-112349,William Martin,Milos Mandic,Ilija Tojagic,PO-52010,34F
CW-50189,Boise Paper,Boise Cascade Packaging,Idaho Falls,ID,83401,Boise Paper Distribution,Dallas,TX,75201,2026-03-19,2026-03-22,Flatbed,44000,1540,7700,7469,577,-346,-4.5,5.00,delivered,Cardboard Rolls,Lone Star Freight,MC-912349,Jose Williams,Luka Cipovic,Robert Workman,PO-72195,
CW-50190,Kroger,Kroger Fresh Foods DC,Cleveland,OH,44101,Kroger Distribution Center,Cincinnati,OH,45201,2026-03-19,2026-03-19,Reefer,32000,250,1600,1184,144,272,17.0,6.40,delivered,Frozen Foods,Redline Freight Corp,MC-667894,Michael Brown,Natasa Parenta,Ilija Tojagic,PO-55965,-10F
CW-50191,Spartan Nash,Spartan Nash Distribution,Detroit,MI,48201,Spartan Nash DC Grand Rapids,Grand Rapids,MI,49501,2026-03-20,2026-03-20,Reefer,35000,75,900,702,72,126,14.0,12.00,cancelled,Grocery Products,Wolverine Freight Inc,MC-112349,Daniel Garcia,Milos Mandic,Ilija Tojagic,PO-52019,34F
CW-50192,Target,Target Regional DC,Charlotte,NC,28201,Target Distribution Center,Atlanta,GA,30301,2026-03-20,2026-03-21,Dry Van,26000,250,1400,1036,126,238,17.0,5.60,cancelled,Seasonal Products,Eagle Freight Inc,MC-391054,Robert Lopez,Luka Cipovic,Robert Workman,PO-83385,
CW-50193,Target,Target Import Warehouse,Newark,NJ,07102,Target Regional DC,Atlanta,GA,30301,2026-03-17,2026-03-18,Dry Van,27000,760,4256,3149,383,724,17.0,5.60,cancelled,General Merchandise,Swift Transport LLC,MC-284927,James Taylor,Natasa Parenta,Robert Workman,PO-83382,
CW-50194,Performance Food Group,PFG Southeast DC,Raleigh,NC,27601,PFG Customized Distribution,Savannah,GA,31401,2026-03-18,2026-03-18,Reefer,30000,290,1856,1374,167,315,17.0,6.40,cancelled,Fresh Produce,Eagle Freight Inc,MC-391054,Pedro Anderson,Milos Mandic,Ilija Tojagic,BOL-67950,34F
CW-50195,Coca-Cola,Coca-Cola Bottling Consolidated,Atlanta,GA,30301,Coca-Cola Distribution Center,Richmond,VA,23219,2026-03-19,2026-03-20,Reefer,42000,540,3456,2488,311,657,19.0,6.40,cancelled,Beverages,Carolina Freight Corp,MC-667895,Thomas Williams,Luka Cipovic,Brendaly Rivera,PO-29495,34F
CW-50196,Coca-Cola,Coca-Cola Bottling Consolidated,Atlanta,GA,30301,Coca-Cola Distribution Center,Greenville,SC,29601,2026-03-16,2026-03-17,Reefer,42000,170,1088,947,98,43,3.9,6.40,delivered,Syrup Concentrate,Patriot Trucking Corp,MC-502187,Victor Martin,Natasa Parenta,Brendaly Rivera,BOL-29492,34F
CW-50197,Performance Food Group,PFG Foodservice Warehouse,Richmond,VA,23219,PFG Southeast DC,Norfolk,VA,23501,2026-03-17,2026-03-17,Reefer,29000,92,920,819,74,27,2.9,10.00,delivered,Restaurant Supplies,Cardinal Logistics LLC,MC-678905,Mark Anderson,Milos Mandic,Ilija Tojagic,BOL-67942,34F
CW-50198,Boise Paper,Boise Paper Mill,Boise,ID,83701,Boise Paper Distribution,Rockford,IL,61101,2026-03-18,2026-03-21,Flatbed,46000,1640,8200,7954,574,-328,-4.0,5.00,delivered,Packaging Materials,Mountain West Transport,MC-729415,David Lopez,Luka Cipovic,Robert Workman,PO-72200,
CW-50199,Spartan Nash,Spartan Nash Regional Warehouse,Detroit,MI,48201,Spartan Nash Distribution,Cleveland,OH,44101,2026-03-19,2026-03-20,Reefer,34000,170,1088,947,98,43,3.9,6.40,delivered,Frozen Foods,Buckeye Freight Systems,MC-256783,Carlos Thomas,Natasa Parenta,Ilija Tojagic,PO-52022,-10F
CW-50200,FedEx Ground,FedEx Ground Hub,Jacksonville,FL,32202,FedEx Ground Sort Facility,Miami,FL,33101,2026-03-20,2026-03-20,Dry Van,22000,55,880,710,79,91,10.3,16.00,delivered,Ground Parcels,Seminole Express,MC-889016,William Garcia,Milos Mandic,Robert Workman,BOL-78355,
